# Source: NASA Exoplanet Archive, Table: pscomppars, Downloaded: 2025-07-22T12:47:51.984918 UTC
pl_name,hostname,sy_dist,ra,dec,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_rad,discoverymethod,disc_year,pl_orbsmax,pl_orbeccen,pl_insol,pl_dens,gaia_id,sy_vmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,pl_massj,pl_radj,pl_orbincl,pl_orblper,st_mass,st_met,st_logg,st_age,sy_dist2,sy_plx,sky_coord.ra,sky_coord.dec
Kepler-1205 b,Kepler-1205,698.485,290.2796734,41.5150499,1.41,2.57,1.078390352,1667.0,5226.0,0.81,Transit,2016,0.0196,0.0,1038.493,5.04,Gaia DR2 2101798634930170240,15.316,13.262,,15.841,15.083,14.844,,0.12579177,76.41,,0.84,-0.04,4.56,4.9,698.485,1.40312,290.2796734,41.5150499
Kepler-1206 b,Kepler-1206,762.019,295.9383737,49.7911337,1.64,3.33,1.216997663,1314.0,4877.0,0.75,Transit,2016,0.0201,0.0,588.021,4.15,Gaia DR2 2134907747540447232,15.971,13.742,,16.841,15.897,15.604,,0.146311,89.77,,0.8,0.07,4.6,3.55,762.019,1.28463,295.9383737,49.7911337
Kepler-1248 b,Kepler-1248,593.026,288.0592191,51.3544564,1.18,1.76,7.46725407,1035.0,6149.0,1.21,Transit,2016,0.0806,0.0,271.25,5.89,Gaia DR2 2133405707276892288,12.9,11.449,,13.145,12.708,12.609,,0.10527255,87.99,,1.21,0.24,4.36,1.51,593.026,,288.0592191,51.3544564
Kepler-1249 b,Kepler-1249,1904.54,296.8948517,44.3717429,2.38,6.26,24.3347127,647.0,6202.0,1.28,Transit,2016,0.167,0.0,98.336,2.55,Gaia DR2 2078933569080413056,15.391,13.828,,15.846,15.321,15.17,,0.21232938,89.97,,1.19,0.06,4.29,2.82,1904.54,0.497523,296.8948517,44.3717429
Kepler-1153 b,Kepler-1153,1119.49,289.1471849,45.86613,1.73,3.64,1.755835327,1343.0,5470.0,0.88,Transit,2016,0.0277,0.0,761.808,3.86,Gaia DR2 2127307888808670976,15.767,14.029,,16.336,15.697,15.51,,0.15434026,75.45,,0.91,0.03,4.52,4.57,1119.49,0.865136,289.1471849,45.86613
Kepler-1155 b,Kepler-1155,1128.72,288.8206058,39.5228712,2.03,4.78,33.469743,609.0,5842.0,1.03,Transit,2016,0.2006,0.0,32.52,3.14,Gaia DR2 2099713617285398528,14.799,13.184,16.5934,15.1874,14.6731,14.507,,0.18110447,88.22,,1.03,0.04,4.43,3.72,1128.72,0.6585396,288.8206058,39.5228712
Kepler-1091 b,Kepler-1091,914.299,299.7854426,43.6707235,1.46,2.73,1.434741564,1664.0,5851.0,1.03,Transit,2016,0.0252,0.0,1740.858,4.82,Gaia DR2 2075987599477644672,14.874,13.059,,15.219,14.652,14.464,,0.13025248,88.96,,1.01,0.0,4.42,3.47,914.299,1.06542,299.7854426,43.6707235
Kepler-1092 b,Kepler-1092,981.233,297.7232008,47.1126833,2.07,4.94,58.6017925,508.0,5862.0,1.0,Transit,2016,0.2996,0.0,17.016,3.06,Gaia DR2 2086320878467532032,14.659,13.076,,15.067,14.594,14.47,,0.18467303,89.71,,0.99,-0.09,4.44,3.8,981.233,0.990559,297.7232008,47.1126833
Kepler-1210 b,Kepler-1210,1176.53,292.8321598,48.2193376,1.7,3.53,8.07124073,856.0,5568.0,0.92,Transit,2016,0.0753,0.0,152.047,3.95,Gaia DR2 2128893144058813056,15.649,13.833,,16.102,15.521,15.317,,0.15166384,89.39,,0.94,0.04,4.49,5.13,1176.53,0.821945,292.8321598,48.2193376
Kepler-1207 b,Kepler-1207,1754.19,295.0641963,49.3589615,1.62,3.26,13.68237119,802.0,5909.0,1.06,Transit,2016,0.1156,0.0,352.508,4.21,Gaia DR2 2134833427427670016,14.595,13.017,,14.942,14.438,14.31,,0.14452672,88.35,,1.06,0.05,4.41,3.63,1754.19,0.54123,295.0641963,49.3589615
Kepler-1250 b,Kepler-1250,2126.85,287.7938184,45.9802492,1.92,4.35,2.607543834,1431.0,5717.0,0.98,Transit,2016,0.0393,0.0,1866.193,3.38,Gaia DR2 2130269320298515712,15.693,14.008,,16.076,15.541,15.421,,0.17129093,89.17,,0.99,0.04,4.46,4.57,2126.85,0.440291,287.7938184,45.9802492
Kepler-1251 b,Kepler-1251,902.204,292.1151093,49.2563792,1.84,4.04,45.0904643,487.0,5545.0,0.89,Transit,2016,0.2478,0.0,13.78,3.56,Gaia DR2 2129755779649780224,15.024,13.269,,15.49,14.905,14.756,,0.1641538,88.01,,0.92,-0.04,4.51,4.79,902.204,1.08,292.1151093,49.2563792
Kepler-1093 b,Kepler-1093,1072.88,284.9780251,41.4202077,1.95,4.46,25.0824626,776.0,6166.0,1.2,Transit,2016,0.17543,0.0,98.8,3.31,Gaia DR2 2104037962156847744,13.781,12.484,,14.171,13.806,13.696,,0.17396735,86.89,,1.13,-0.01,4.33,2.95,1072.88,0.90334,284.9780251,41.4202077
Kepler-1094 b,Kepler-1094,1291.01,292.3012109,38.2669983,3.18,10.2,78.1000231,480.0,6112.0,1.21,Transit,2016,0.3625,0.0,10.336,1.74,Gaia DR2 2051937019565051520,15.318,13.542,16.6915,15.3674,14.9064,14.7587,,0.2837006,89.51,,1.14,0.06,4.33,3.09,1291.01,0.747234,292.3012109,38.2669983
Kepler-1212 b,Kepler-1212,1316.57,296.8534096,50.0373196,2.14,5.22,12.94130146,795.0,6051.0,1.15,Transit,2016,0.1082,0.0,142.096,2.93,Gaia DR2 2135280378903961984,15.133,13.565,,15.458,14.971,14.821,,0.19091801,89.93,,1.1,0.03,4.36,3.24,1316.57,0.731062,296.8534096,50.0373196
Kepler-1211 b,Kepler-1211,1826.53,285.7207618,40.8569116,2.55,7.04,11.01816836,840.0,5705.0,0.94,Transit,2016,0.09763,0.0,130.9,2.33,Gaia DR2 2103785516859681152,16.016,14.318,,16.315,15.794,15.625,,0.22749576,84.66,,0.96,-0.08,4.48,4.17,1826.53,0.518186,285.7207618,40.8569116
Kepler-1245 b,Kepler-1245,805.936,290.7443078,43.260753,1.44,2.67,4.35409304,1043.0,5306.0,0.83,Transit,2016,0.0484,0.0,194.344,4.91,Gaia DR2 2126057774150666368,15.582,13.519,,16.042,15.35,15.13,,0.1284682,85.65,,0.86,-0.01,4.55,4.57,805.936,1.21237,290.7443078,43.260753
Kepler-1160 b,Kepler-1160,1077.63,287.8793899,43.3640752,2.14,5.22,7.97034958,839.0,5519.0,0.89,Transit,2016,0.0755,0.0,93.308,2.93,Gaia DR2 2102983496146969856,16.006,14.16,,16.351,15.781,15.611,,0.19091801,89.74,,0.92,0.01,4.51,4.57,1077.63,0.899772,287.8793899,43.3640752
Kepler-1162 b,Kepler-1162,940.211,283.2920273,45.4339813,2.21,5.52,32.5637069,490.0,5390.0,0.84,Transit,2016,0.19,0.0,12.245,2.81,Gaia DR2 2106996095111385728,15.749,13.753,,16.035,15.415,15.241,,0.19716299,89.51,,0.89,-0.03,4.54,4.37,940.211,1.03527,283.2920273,45.4339813
Kepler-1215 b,Kepler-1215,661.022,297.4636477,48.1813978,1.22,1.98,4.76703963,1046.0,5616.0,0.93,Transit,2016,0.0528,0.0,253.964,5.99,Gaia DR2 2086526693301504896,14.539,12.714,,14.991,14.379,14.191,,0.10884111,89.76,,0.95,0.01,4.48,4.79,661.022,1.48405,297.4636477,48.1813978
Kepler-1214 b,Kepler-1214,729.227,285.1427113,49.8006565,2.36,6.17,18.82634264,591.0,5130.0,0.8,Transit,2016,0.128,0.0,23.18,2.58,Gaia DR2 2132127666747169024,15.459,13.351,,15.969,15.193,14.983,,0.2105451,89.82,,0.85,0.05,4.57,4.68,729.227,1.34295,285.1427113,49.8006565
Kepler-1122 b,Kepler-1122,1230.42,288.2805801,46.3408747,2.04,4.82,42.1917357,526.0,5544.0,0.89,Transit,2016,0.2315,0.0,23.263,3.12,Gaia DR2 2130383394629702400,15.405,13.369,,15.583,14.997,14.836,,0.18199661,89.92,,0.92,-0.03,4.51,4.68,1230.42,0.784081,288.2805801,46.3408747
Kepler-1125 b,Kepler-1125,2011.41,295.4812018,40.7319316,1.84,4.04,17.6700642,778.0,5683.0,0.94,Transit,2016,0.1348,0.0,41.04,3.56,Gaia DR2 2076598687419100800,15.042,13.243,,15.364,14.826,14.664,,0.1641538,83.69,,0.95,-0.09,4.47,4.17,2011.41,0.474351,295.4812018,40.7319316
Kepler-1164 b,Kepler-1164,431.622,287.5296372,38.8945065,1.12,1.46,3.97599768,936.0,5183.0,0.79,Transit,2016,0.04635,0.0,181.205,5.71,Gaia DR2 2099632837540824192,14.321,12.203,16.6016,14.7143,14.0226,15.891,,0.09991971,88.57,,0.85,-0.03,4.57,3.63,431.622,2.28804,287.5296372,38.8945065
Kepler-1166 b,Kepler-1166,634.906,290.3484956,50.9028387,1.69,3.5,33.2406882,486.0,5446.0,0.86,Transit,2016,0.1975,0.0,14.188,3.98,Gaia DR2 2133173542823321344,14.65,12.737,,15.049,14.422,14.231,,0.1507717,89.75,,0.9,-0.02,4.53,4.9,634.906,1.54633,290.3484956,50.9028387
Kepler-1101 b,Kepler-1101,742.473,294.5693544,45.6711623,2.47,6.66,81.3151059,393.0,5614.0,0.91,Transit,2016,0.3483,0.0,3.577,2.43,Gaia DR2 2080048680026646912,15.156,13.314,,15.656,15.042,14.878,,0.22035864,89.99,,0.94,-0.04,4.5,4.27,742.473,1.31846,294.5693544,45.6711623
Kepler-1099 b,Kepler-1099,1022.8,288.7499866,48.2771163,2.83,8.4,2.168452593,1558.0,5837.0,1.0,Transit,2016,0.0337,0.0,766.344,2.04,Gaia DR2 2130969503047357952,15.137,13.697,,15.606,15.106,14.941,,0.25247569,88.96,,1.01,-0.02,4.45,3.63,1022.8,0.949177,288.7499866,48.2771163
Kepler-516 b,Kepler-516,687.094,295.6087625,38.7357368,5.74,27.9,24.85462415,1095.0,7099.0,2.02,Transit,2016,0.1992,0.0,174.58,0.811,Gaia DR2 2073155184495069184,12.121,10.987,,12.255,11.994,11.969,,0.5120885,87.08,,1.62,0.01,4.04,1.32,687.094,1.42739,295.6087625,38.7357368
Kepler-1217 b,Kepler-1217,1347.71,289.1866841,50.9375614,1.99,4.62,2.032325072,1542.0,5905.0,1.08,Transit,2016,0.0326,0.0,1302.948,3.22,Gaia DR2 2133150418720312832,15.343,13.807,,15.738,15.235,15.109,,0.17753591,89.19,,1.06,0.07,4.4,3.8,1347.71,0.713438,289.1866841,50.9375614
Kepler-1218 b,Kepler-1218,840.503,291.5788505,44.5316825,1.44,2.67,22.9221266,684.0,5986.0,1.1,Transit,2016,0.15698,0.0,84.83,4.91,Gaia DR2 2126191334752646016,13.73,12.177,,13.954,13.529,13.417,,0.1284682,88.01,,1.06,-0.02,4.38,3.8,840.503,1.16109,291.5788505,44.5316825
Kepler-1068 b,Kepler-1068,1473.61,294.6481708,46.3923173,3.63,12.8,16.92344113,702.0,5806.0,1.01,Transit,2016,0.13038,0.0,55.933,1.47,Gaia DR2 2128129876831370880,16.096,14.161,,16.347,15.778,15.591,,0.32384691,88.93,,1.01,0.03,4.43,4.17,1473.61,0.650755,294.6481708,46.3923173
Kepler-1126 b,Kepler-1126,635.736,285.691955,45.6893993,1.73,3.64,108.593329,374.0,5798.0,0.93,Transit,2016,0.41251,0.0,4.55,3.86,Gaia DR2 2106496607595412480,14.221,12.534,,14.429,13.992,13.864,,0.15434026,90.0,,0.92,-0.26,4.46,5.5,635.736,1.5442,285.691955,45.6893993
Kepler-1168 b,Kepler-1168,752.666,287.2977834,47.455488,2.5,6.8,55.8226539,379.0,5157.0,0.82,Transit,2016,0.2663,0.0,4.107,2.39,Gaia DR2 2131048324286015104,15.755,13.686,,16.327,15.585,15.323,,0.22303506,89.98,,0.87,0.13,4.56,4.27,752.666,1.3002,287.2977834,47.455488
Kepler-1103 b,Kepler-1103,1331.92,287.3821348,49.4524247,2.27,5.77,19.79191978,736.0,6092.0,1.15,Transit,2016,0.15336,0.0,160.282,2.71,Gaia DR2 2132808608042844160,14.294,12.731,,14.459,14.048,13.932,,0.20251584,86.29,,1.11,-0.01,4.36,3.31,1331.92,0.72188,287.3821348,49.4524247
Kepler-1102 b,Kepler-1102,1246.05,281.3225917,48.0664955,2.66,7.56,51.3285623,546.0,5724.0,0.94,Transit,2016,0.2731,0.0,22.981,2.21,Gaia DR2 2119646801021958272,14.928,13.381,,15.381,14.887,14.772,,0.23730931,89.06,,0.96,-0.08,4.48,4.37,1246.05,0.773735,281.3225917,48.0664955
Kepler-1221 b,Kepler-1221,913.65,285.8223636,45.7118423,1.88,4.19,12.00096042,632.0,5194.0,0.82,Transit,2016,0.0906,0.0,37.81,3.47,Gaia DR2 2106498767960692480,15.909,13.665,,16.228,15.529,15.278,,0.16772237,88.53,,0.87,0.09,4.55,4.57,913.65,,285.8223636,45.7118423
Kepler-1130 b,Kepler-1130,249.343,285.207421,45.384333,0.8,0.437,5.45298175,904.0,5403.0,0.81,Transit,2016,0.05963,0.0,162.65,4.69,Gaia DR2 2106406069684947840,12.509,10.662,,12.944,12.326,12.172,,0.07137122,84.83,,0.9,-0.06,4.57,1.58,249.343,3.98189,285.207421,45.384333
Kepler-1169 b,Kepler-1169,522.823,294.9115874,46.4914718,0.94,0.779,6.11009134,1125.0,6191.0,1.23,Transit,2016,0.06931,0.0,348.046,5.15,Gaia DR2 2080098840942920704,12.707,11.409,,13.097,12.662,12.553,,0.08386118,89.16,,1.24,0.26,4.35,1.38,522.823,1.88397,294.9115874,46.4914718
Kepler-1170 b,Kepler-1170,1050.45,292.1685422,43.7795963,2.41,6.39,9.98969327,705.0,5069.0,0.76,Transit,2016,0.088,0.0,69.537,2.51,Gaia DR2 2125965007156694528,16.204,13.806,,16.639,15.843,15.597,,0.2150058,89.99,,0.8,-0.09,4.58,4.9,1050.45,0.924172,292.1685422,43.7795963
Kepler-1107 b,Kepler-1107,428.798,291.049934,39.141674,1.34,2.36,0.571038518,1897.0,5268.0,0.82,Transit,2016,0.01285,0.0,2387.261,5.39,Gaia DR2 2052965337812644352,14.315,12.152,,14.796,14.022,13.799,,0.11954679,66.6,,0.86,0.01,4.55,4.47,428.798,2.30347,291.049934,39.141674
Kepler-1105 b,Kepler-1105,318.004,281.1117588,42.4549698,2.01,4.7,4.421572182,729.0,4299.0,0.68,Transit,2016,0.0471,0.0,47.18,3.18,Gaia DR2 2116733198288204288,15.315,12.371,,16.406,15.136,14.655,,0.17932019,84.34,,0.71,0.28,4.62,8.71,318.004,3.11593,281.1117588,42.4549698
Kepler-1222 b,Kepler-1222,415.218,294.889616,49.3798215,0.79,0.418,1.916944254,1246.0,5239.0,0.8,Transit,2016,0.02801,0.0,416.231,4.66,Gaia DR2 2134837069559538176,14.21,12.187,,14.724,14.037,13.833,,0.07047908,87.57,,0.84,-0.04,4.56,4.37,415.218,2.3796,294.889616,49.3798215
Kepler-1223 b,Kepler-1223,459.957,285.2956462,44.5527542,1.22,1.98,16.301259,557.0,4870.0,0.75,Transit,2016,0.1186,0.0,20.51,5.99,Gaia DR2 2105969082532659328,14.911,12.429,,15.466,14.543,14.243,,0.10884111,86.86,,0.8,0.04,4.6,3.63,459.957,2.14535,285.2956462,44.5527542
Kepler-1131 b,Kepler-1131,1030.7,295.6514492,49.2612954,1.59,3.15,3.53232449,1159.0,5851.0,1.04,Transit,2016,0.0459,0.0,453.142,4.31,Gaia DR2 2134776218463088896,15.01,13.416,,15.437,14.908,14.773,,0.1418503,88.19,,1.03,0.05,4.42,4.17,1030.7,0.941726,295.6514492,49.2612954
Kepler-1133 b,Kepler-1133,753.135,293.3224114,42.8674925,1.97,4.54,11.55562343,703.0,5569.0,0.9,Transit,2016,0.0983,0.0,55.758,3.26,Gaia DR2 2077831239952281472,14.785,13.168,,15.374,14.771,14.576,,0.17575163,88.21,,0.93,-0.02,4.5,4.07,753.135,1.29964,293.3224114,42.8674925
Kepler-1171 b,Kepler-1171,573.0,294.9589285,38.5915968,2.56,7.08,1.44259224,2700.0,7044.0,1.95,Transit,2016,0.0284,0.0,10171.005,2.32,Gaia DR2 2052136752727511552,11.647,10.547,,11.712,11.507,11.485,,0.2283879,86.82,,1.58,-0.01,4.05,1.35,573.0,1.7171,294.9589285,38.5915968
Kepler-480 b,Kepler-480,847.508,294.4639165,49.7650473,2.78,8.15,4.919583795,1312.0,6322.0,1.34,Transit,2016,0.06024,0.0,764.078,2.08,Gaia DR2 2135044568018500096,13.23,12.065,,13.562,13.216,13.15,,0.24801499,88.43,,1.25,0.11,4.28,2.34,847.508,1.15117,294.4639165,49.7650473
Kepler-1172 b,Kepler-1172,1306.53,290.4744875,37.7665499,3.2,10.3,26.0204423,675.0,5558.0,0.89,Transit,2016,0.168,0.0,26.356,1.73,Gaia DR2 2051103314872392192,16.083,14.14,18.0262,16.3798,15.7885,15.5879,,0.28548488,88.67,,0.92,-0.04,4.51,4.37,1306.53,0.737585,290.4744875,37.7665499
Kepler-1109 b,Kepler-1109,685.087,291.6462654,39.3966122,2.19,5.43,37.6467384,787.0,5893.0,1.06,Transit,2016,0.2466,0.0,11.382,2.84,Gaia DR2 2052983514114840192,14.405,12.707,,14.793,14.236,14.072,,0.19537871,89.99,,1.05,0.04,4.41,3.8,685.087,1.43113,291.6462654,39.3966122
Kepler-1110 b,Kepler-1110,726.828,291.8080645,38.6226615,2.66,7.56,9.69312032,609.0,4781.0,0.7,Transit,2016,0.0754,0.0,43.136,2.21,Gaia DR2 2052691044021500032,16.274,13.604,,16.755,15.887,15.554,,0.23730931,88.72,,0.73,-0.16,4.62,4.79,726.828,1.34795,291.8080645,38.6226615
Kepler-1224 b,Kepler-1224,559.598,286.6257591,37.537313,1.33,2.33,13.32351601,872.0,6155.0,1.22,Transit,2016,0.11625,0.0,132.663,5.44,Gaia DR2 2099122522408063232,12.926,11.588,,13.206,12.816,12.721,,0.11865465,89.5,,1.18,0.14,4.34,2.34,559.598,1.75853,286.6257591,37.537313
Kepler-510 b,Kepler-510,386.177,287.6550196,39.2441716,2.47,6.66,19.55659418,797.0,5746.0,1.41,Transit,2016,0.1352,0.0,114.389,2.43,Gaia DR2 2099656472742686848,12.067,10.446,14.7082,14.1517,11.9818,11.8591,,0.22035864,87.7,,0.91,-0.35,4.09,10.47,386.177,2.56086,287.6550196,39.2441716
Kepler-1069 b,Kepler-1069,695.967,290.9792378,47.9889097,1.6,3.19,23.8990296,823.0,5722.0,0.98,Transit,2016,0.16587,0.0,78.175,4.28,Gaia DR2 2129215369685086080,13.234,11.538,,13.651,13.086,12.939,,0.14274244,89.24,,0.99,0.04,4.46,4.37,695.967,1.40799,290.9792378,47.9889097
Kepler-1134 b,Kepler-1134,944.445,295.5678578,42.4781064,2.64,7.46,17.13263989,611.0,5281.0,0.81,Transit,2016,0.1242,0.0,29.864,2.23,Gaia DR2 2077892640805120128,16.233,13.881,,16.456,15.763,15.578,,0.23552502,89.59,,0.84,-0.1,4.56,4.9,944.445,1.03142,295.5678578,42.4781064
Kepler-1173 b,Kepler-1173,377.06,293.1311803,45.6634153,0.89,0.64,0.7698536,1650.0,5252.0,0.82,Transit,2016,0.0156,0.0,1462.098,4.99,Gaia DR2 2128039304560957952,13.896,11.884,,14.515,13.748,13.535,,0.07940048,80.42,,0.86,0.0,4.55,4.79,377.06,2.62328,293.1311803,45.6634153
HD 290327 b,HD 290327,56.433,80.8399887,-2.2780391,13.3,772.3269,2443.0,,5505.0,0.95,Radial Velocity,2009,3.43,0.08,,1.8,Gaia DR2 3214129537488896896,8.99,7.271,,,,,,1.18,,268.0,0.84,-0.14,4.41,,56.433,17.6913,80.8399887,-2.2780391
Kepler-825 c,Kepler-825,807.85,294.769825,39.3984081,1.84,4.04,8.1818246,981.0,5976.0,1.08,Transit,2016,0.0759,0.0,261.628,3.56,Gaia DR2 2076249351963553152,14.296,12.67,,14.612,14.178,14.033,,0.1641538,88.11,,1.03,-0.08,4.39,3.55,807.85,1.20931,294.769825,39.3984081
Kepler-804 c,Kepler-804,649.65,293.3722109,44.7851812,1.14,1.55,9.65185017,890.0,5817.0,1.05,Transit,2016,0.08654,0.0,141.839,5.75,Gaia DR2 2126432677554353280,13.864,12.246,,14.201,13.695,13.555,,0.10170399,89.59,,1.01,0.0,4.4,5.25,649.65,1.5105,293.3722109,44.7851812
Kepler-1228 b,Kepler-1228,515.453,296.552761,46.9661945,1.54,2.99,0.577369579,1757.0,5063.0,0.74,Transit,2016,0.01186,0.0,1598.664,4.5,Gaia DR2 2080534148769345408,15.061,12.799,,15.505,14.806,14.582,,0.1373896,89.56,,0.78,-0.18,4.59,5.13,515.453,1.91138,296.552761,46.9661945
Kepler-1227 b,Kepler-1227,623.706,287.0664109,41.8749712,2.29,5.86,94.2887577,369.0,5747.0,0.95,Transit,2016,0.38555,0.0,4.179,2.68,Gaia DR2 2102431713108873216,14.276,12.507,,14.676,14.146,13.972,,0.20430012,89.75,,0.97,-0.04,4.47,4.17,623.706,1.57451,287.0664109,41.8749712
Kepler-1135 b,Kepler-1135,1314.64,286.0029904,44.7565551,1.85,4.08,76.957857,451.0,5656.0,0.94,Transit,2016,0.3436,0.0,25.76,3.54,Gaia DR2 2106306082845810048,14.545,12.75,,14.837,14.3,14.146,,0.16504595,89.25,,0.96,0.02,4.47,4.47,1314.64,0.731802,286.0029904,44.7565551
Kepler-1070 b,Kepler-1070,939.001,293.1953923,49.316541,1.73,3.64,6.2216147,1101.0,6261.0,1.32,Transit,2016,0.06753,0.0,380.134,3.86,Gaia DR2 2129064874031303936,14.133,12.681,,14.286,13.914,13.845,,0.15434026,83.97,,1.21,0.03,4.27,2.75,939.001,1.03612,293.1953923,49.316541
Kepler-478 b,Kepler-478,420.0,292.4870063,46.196187,2.71,7.8,13.2217576,640.0,5210.0,0.8,Transit,2016,0.1032,0.0,39.56,2.15,Gaia DR2 2128256492466658176,14.156,12.005,,14.574,13.896,13.665,,0.24177001,89.23,,0.85,-0.03,4.56,4.9,420.0,1.4942376,292.4870063,46.196187
Kepler-1176 b,Kepler-1176,864.699,297.919724,45.2742038,2.45,6.57,24.1738579,595.0,5844.0,1.02,Transit,2016,0.1589,0.0,26.087,2.45,Gaia DR2 2079323758268003968,15.27,13.31,,15.612,14.998,14.817,,0.21857436,89.76,,1.01,-0.01,4.42,3.8,864.699,1.12865,297.919724,45.2742038
HD 4203 b,HD 4203,81.3795,11.1722288,20.4483925,13.3,708.7609,431.88,,5596.0,1.42,Radial Velocity,2001,1.17,0.52,,1.66,Gaia DR2 2801366000472903040,8.7,7.047,,,,,,1.19,,-28.9,1.25,0.4,4.23,8.52,81.3795,12.2595,11.1722288,20.4483925
Kepler-1357 b,Kepler-1357,1015.69,291.5480665,50.3532584,1.28,2.18,3.0091324,1177.0,5597.0,0.9,Transit,2016,0.041,0.0,449.975,5.71,Gaia DR2 2130115281293911552,15.322,13.612,,15.756,15.229,15.066,,0.11419395,89.95,,0.93,-0.06,4.5,4.57,1015.69,0.95603,291.5480665,50.3532584
Kepler-1359 b,Kepler-1359,614.859,289.538818,41.8928154,2.83,8.4,59.4970952,369.0,4709.0,0.72,Transit,2016,0.26657,0.0,2.451,2.04,Gaia DR2 2102247132595492608,15.987,13.43,,16.7,15.693,15.369,,0.25247569,89.71,,0.78,0.11,4.62,2.34,614.859,1.59854,289.538818,41.8928154
Kepler-245 e,Kepler-245,861.527,291.6389972,42.4363482,1.75,1806.36,3.219821056,998.0,5174.0,0.8,Transit,2016,0.04053,0.0,240.151,902.0,Gaia DR2 2101768089124657664,15.546,13.639,,16.312,15.541,15.293,5.6834441485276,0.15612454,89.72,,0.86,0.05,4.57,3.63,861.527,1.13295,291.6389972,42.4363482
Kepler-304 e,Kepler-304,434.684,294.4418031,40.5575408,1.2,1.87,1.499146953,1137.0,4817.0,0.73,Transit,2016,0.02317,0.0,397.254,5.95,Gaia DR2 2076565805151925760,15.065,12.626,,15.731,14.755,14.457,,0.10705683,87.54,,0.8,0.05,4.61,2.09,434.684,2.2721,294.4418031,40.5575408
Kepler-1273 b,Kepler-1273,1114.24,285.8032016,44.8733983,2.49,6.76,28.625653,573.0,5566.0,0.91,Transit,2016,0.1857,0.0,14.877,2.41,Gaia DR2 2106311477324720384,16.03,14.26,,16.389,15.767,15.585,,0.22214292,89.98,,0.94,0.03,4.5,4.47,1114.24,0.869576,285.8032016,44.8733983
Kepler-1274 b,Kepler-1274,614.648,284.5936858,46.4497364,1.42,2.6,6.98152703,1384.0,6179.0,2.17,Transit,2016,0.08161,0.0,975.81,4.99,Gaia DR2 2107342716152550272,11.717,10.454,,12.038,11.639,11.63,,0.12668391,83.27,,1.45,0.11,3.93,2.88,614.648,1.59861,284.5936858,46.4497364
Kepler-1315 b,Kepler-1315,480.869,295.8215678,46.0530562,1.38,2.48,0.84338011,1541.0,4861.0,0.75,Transit,2016,0.01617,0.0,897.9,5.19,Gaia DR2 2080388566557873280,15.133,12.684,,15.898,14.897,14.579,,0.12311535,78.23,,0.8,0.07,4.6,3.47,480.869,2.05104,295.8215678,46.0530562
Kepler-1316 b,Kepler-1316,800.871,298.8358277,40.2930714,3.54,12.3,87.9732136,446.0,5884.0,1.12,Transit,2016,0.39765,0.0,10.714,1.52,Gaia DR2 2073591420052466048,14.119,12.442,,14.478,13.94,13.796,,0.31581765,89.98,,1.04,0.03,4.36,5.13,800.871,1.21994,298.8358277,40.2930714
Kepler-1361 b,Kepler-1361,389.143,283.5653603,46.9042278,0.86,0.566,3.57554956,1061.0,5131.0,0.79,Transit,2016,0.04304,0.0,186.069,4.89,Gaia DR2 2107563271311787136,14.096,11.98,,14.618,13.859,13.635,,0.07672406,87.45,,0.83,0.0,4.57,4.9,389.143,2.54086,283.5653603,46.9042278
Kepler-1362 b,Kepler-1362,731.298,288.5385574,40.8771276,2.6,7.27,136.205626,248.0,4857.0,0.74,Transit,2016,0.4626,0.0,1.011,2.27,Gaia DR2 2102096774379579520,16.05,13.628,,16.725,15.789,15.459,,0.23195646,89.83,,0.8,0.06,4.6,3.09,731.298,1.33936,288.5385574,40.8771276
Kepler-537 b,Kepler-537,439.4,289.8805804,51.2769907,1.41,2.57,3.247555219,1181.0,5763.0,0.99,Transit,2016,0.04317,0.0,442.522,5.04,Gaia DR2 2133263737136893696,13.173,11.623,,13.532,13.049,12.914,,0.12579177,88.14,,1.07,0.23,4.47,1.45,439.4,2.24693,289.8805804,51.2769907
Kepler-758 e,Kepler-758,1502.32,293.0846115,41.1354049,1.53,2.96,8.1934719,1144.0,6228.0,1.42,Transit,2016,0.0829,0.0,588.402,4.54,Gaia DR2 2053552270863859712,14.379,13.11,,14.645,14.281,14.221,,0.13649746,83.51,,1.16,-0.1,4.19,3.8,1502.32,0.637163,293.0846115,41.1354049
Kepler-1275 b,Kepler-1275,1153.98,293.5004955,44.9324455,1.48,2.79,3.65691115,1368.0,6296.0,1.36,Transit,2016,0.0488,0.0,822.484,4.73,Gaia DR2 2126457313486865792,14.595,13.062,,14.865,14.419,14.287,,0.13203676,89.07,,1.23,0.04,4.26,2.51,1153.98,0.838045,293.5004955,44.9324455
Kepler-1276 b,Kepler-1276,538.481,287.8570173,40.5471909,1.19,1.81,12.5720095,886.0,6188.0,1.21,Transit,2016,0.10863,0.0,139.77,5.9,Gaia DR2 2100623600597189504,12.992,11.639,,13.185,12.85,12.756,,0.10616469,89.27,,1.14,-0.02,4.33,3.09,538.481,1.8285,287.8570173,40.5471909
